Music,Artist,Text
MinaDoCondomínio,SeuJorge,"['tô', 'namorando', 'mina', 'sei', 'namora', 'mina', 'maneira', 'condomínio', 'lá', 'bairro', 'onde', 'moro', 'bi', 'cabelo', 'alucina', 'boca', 'devora', 'voz', 'ilumina', 'olhar', 'apavora', 'perdi', 'sorriso', 'preciso', 'encontrar', 'mostre', 'paraíso', 'vou', 'voltar', 'poi', 'vou', 'digo', 'oi', 'nada', 'passa', 'calçada', 'dou', 'bom', 'dia', 'liga', 'chega', 'paro', 'tudo', 'passa', 'fico', 'todo', 'vem', 'vindo', 'faço', 'figa', 'mando', 'beijo', 'pega', 'pisco', 'olho', 'nega', 'faço', 'pose', 'vê', 'jogo', 'charme', 'ignora', 'chego', 'junto', 'sai', 'escrevo', 'lê', 'mina', 'amiga', 'namorada', 'gata', 'sina', 'condomínio', 'musa', 'vida', 'monalisa', 'vênus', 'deusa', 'quero', 'fascínio', 'bi']"
Amanhãnãosesabe,LSJack,"['folhas', 'vento', 'onde', 'vai', 'dar', 'firmamento', 'toda', 'hora', 'enquanto', 'tempo', 'vivo', 'aqui', 'neste', 'momento', 'hoje', 'aqui', 'amanhã', 'sabe', 'vivo', 'agora', 'ante', 'dia', 'acabe', 'neste', 'instante', 'nunca', 'tarde', 'mal', 'começou', 'saudade', 'abraça', 'aceita', 'aceita', 'assim', 'amor', 'abraça', 'beija', 'aceita', 'assim', 'deixa', 'ser', 'ondas', 'maré', 'onde', 'vai', 'dar', 'pé', 'neste', 'instante', 'tal', 'vivo', 'aqui', 'deus', 'quiser', 'hoje', 'aqui', 'importa', 'pra', 'onde', 'vamos', 'vivo', 'agora', 'outros', 'plano', 'tão', 'fácil', 'viver', 'sonhando', 'enquanto', 'vida', 'vai', 'passando', 'abraça', 'aceita', 'aceita', 'assim', 'amor', 'abraça', 'beija', 'aceita', 'assim', 'deixa', 'ser', 'abraça', 'aceita', 'aceita', 'assim', 'amor', 'abraça', 'beija', 'aceita', 'assim', 'deixa', 'ser']"
ChoramAsRosas,BrunoeMarrone,"['choram', 'rosa', 'perfume', 'agora', 'transforma', 'lágrimas', 'sinto', 'tão', 'perdido', 'choram', 'rosa', 'chora', 'alma', 'pássaro', 'asas', 'machucadas', 'sonhos', 'procuro', 'chora', ""minh'alma"", 'lágrimas', 'invadem', 'coração', 'lágrimas', 'palavras', 'alma', 'lágrimas', 'pura', 'linguagem', 'amor', 'choram', 'rosa', 'porque', 'quero', 'estar', 'aqui', 'perfume', 'porque', 'sei', 'perdi', 'outras', 'coisas', 'choro', 'ti', 'falta', 'cheiro', 'sentia', 'abraçava', 'corpo', 'beijo', 'tudo', 'graça', 'lágrimas', 'invadem', 'coração', 'lágrimas', 'palavras', 'alma', 'lágrimas', 'pura', 'linguagem', 'amor', 'choram', 'rosa', 'porque', 'quero', 'estar', 'aqui', 'perfume', 'porque', 'sei', 'perdi', 'outras', 'coisas', 'choro', 'ti', 'fonte', 'site', 'oficial']"
LigaçãoUrbana,BrunoeMarrone,"['alô', 'amor', 'tô', 'ligando', 'orelhão', 'tá', 'barulho', 'confusão', 'preciso', 'tanto', 'falar', 'seis', 'tô', 'esperando', 'lugar', 'poi', 'louco', 'pra', 'encontrar', 'pra', 'outra', 'noite', 'aventura', 'fiz', 'amor', 'brincadeira', 'acabei', 'apaixonando', 'amor', 'rendo', 'poi', 'amando', 'deixou', 'mim', 'saudade', 'jeito', 'fazer', 'paixão', 'fez', 'maravilhas', 'loucuras', 'coração', 'beijo', 'pra', 'posso', 'demorar', 'tô', 'ligação', 'urbana', 'gente', 'pra', 'ligar', 'beijo', 'pra', 'posso', 'demorar', 'tô', 'ligação', 'urbana', 'vem', 'correndo', 'encontrar', 'alô', 'amor', 'tô', 'ligando', 'orelhão', 'tá', 'barulho', 'confusão', 'preciso', 'tanto', 'falar', 'seis', 'tô', 'esperando', 'lugar', 'poi', 'louco', 'pra', 'encontrar', 'pra', 'outra', 'noite', 'aventura', 'fiz', 'amor', 'brincadeira', 'acabei', 'apaixonando', 'amor', 'rendo', 'poi', 'amando', 'deixou', 'mim', 'saudade', 'jeito', 'fazer', 'paixão', 'fez', 'maravilhas', 'loucuras', 'coração', 'beijo', 'pra', 'posso', 'demorar', 'tô', 'ligação', 'urbana', 'gente', 'pra', 'ligar', 'beijo', 'pra', 'posso', 'demorar', 'tô', 'ligação', 'urbana', 'vem', 'correndo', 'encontrar', 'beijo', 'pra', 'posso', 'demorar', 'tô', 'ligação', 'urbana', 'gente', 'pra', 'ligar', 'beijo', 'pra', 'posso', 'demorar', 'tô', 'ligação', 'urbana', 'vem', 'correndo', 'encontrar', 'uô', 'uô', 'uô', 'uô', 'tô', 'louco', 'pra', 'amar', 'uô', 'uô', 'uô', 'uô', 'vem', 'correndo', 'encontrar', 'uô', 'uô', 'uô', 'uô', 'tô', 'louco', 'pra', 'amar', 'uô', 'uô', 'uô', 'uô', 'vem', 'correndo', 'encontrar', 'alô', 'amor']"
Borboletas,VictoreLeo,"['percebo', 'tempo', 'passa', 'diz', 'graça', 'amar', 'assim', 'tudo', 'tão', 'bonito', 'voou', 'pro', 'infinito', 'parecido', 'borboletas', 'jardim', 'agora', 'volta', 'balança', 'sentia', 'outro', 'alguém', 'dividido', 'doi', 'mundos', 'sei', 'amando', 'ainda', 'sei', 'sei', 'dizer', 'mudou', 'nada', 'igual', 'noite', 'estranha', 'gente', 'estranha', 'fica', 'mal', 'tenta', 'provar', 'tudo', 'morreu', 'borboletas', 'sempre', 'voltam', 'jardim']"
Epitáfio,Titãs,"['devia', 'ter', 'amado', 'ter', 'chorado', 'ter', 'visto', 'sol', 'nascer', 'devia', 'ter', 'arriscado', 'errado', 'ter', 'feito', 'queria', 'fazer', 'queria', 'ter', 'aceitado', 'pessoas', 'cada', 'sabe', 'alegria', 'dor', 'traz', 'coração', 'acaso', 'vai', 'proteger', 'enquanto', 'andar', 'distraído', 'acaso', 'vai', 'proteger', 'enquanto', 'andar', 'devia', 'ter', 'complicado', 'menos', 'trabalhado', 'menos', 'ter', 'visto', 'sol', 'pôr', 'devia', 'ter', 'importado', 'menos', 'problemas', 'pequenos', 'ter', 'morrido', 'amor', 'queria', 'ter', 'aceitado', 'vida', 'cada', 'cabe', 'alegrias', 'tristeza', 'vier', 'acaso', 'vai', 'proteger', 'enquanto', 'andar', 'distraído', 'acaso', 'vai', 'proteger', 'enquanto', 'andar', 'devia', 'ter', 'complicado', 'menos', 'trabalhado', 'menos', 'ter', 'visto', 'sol', 'pôr']"
PraSempre,ZezéDiCamargoeLuciano,"['vai', 'longe', 'longe', 'vai', 'diz', 'pra', 'onde', 'vai', 'faz', 'vontade', 'saudade', 'dia', 'vai', 'passar', 'vai', 'segue', 'horizonte', 'vai', 'onde', 'dor', 'esconde', 'vai', 'felicidade', 'deve', 'ser', 'apenas', 'lugar', 'faz', 'desfaz', 'finge', 'ama', 'nada', 'vou', 'ficar', 'olhando', 'madrugadas', 'esperar', 'voltar', 'importa', 'lugar', 'pra', 'onde', 'preciso', 'acreditar', 'ainda', 'existe', 'amor', 'gente', 'gente', 'importa', 'quanto', 'tempo', 'esperar', 'coração', 'aprenda', 'perdoar', 'pra', 'sempre', 'pra', 'sempre']"
VocêSempreSerá,MarjorieEstiano,"['lua', 'tentar', 'encontrar', 'diga', 'perdi', 'neblina', 'cobre', 'mar', 'deixa', 'ver', 'partir', 'instante', 'olhar', 'vi', 'sol', 'acordar', 'trás', 'sorriso', 'fazendo', 'lembrar', 'posso', 'tentar', 'esquecer', 'sempre', 'onda', 'arrasta', 'lev', 'pro', 'mar', 'sinto', 'calma', 'volta', 'mim', 'vento', 'vem', 'perturbar', 'envolve', 'lev', 'daqui', 'afoga', 'novo', 'mar', 'instante', 'olhar', 'vi', 'sol', 'acordar', 'detrás', 'sorriso', 'fazendo', 'lembrar', 'posso', 'tentar', 'esquecer', 'sempre', 'onda', 'arrasta', 'lev', 'pro', 'mar', 'perco', 'olhos', 'mergulho', 'pensar', 'voltarei', 'posso', 'tentar', 'esquecer', 'sempre', 'onda', 'arrasta', 'lev', 'pro', 'mar', 'laia', 'laralai', 'laralaia', 'envolve', 'lev', 'pra', 'longe', 'daqui', 'perco', 'olhos', 'mergulho', 'pensar', 'voltarei', 'voltarei']"
Porteamarassim,MarloneMaicon,"['ficou', 'mim', 'dentro', 'alma', 'feito', 'tempestade', 'nunca', 'acalma', 'amor', 'pegou', 'jeito', 'inesperado', 'nome', 'grito', 'preso', 'garganta', 'vendo', 'acompanhada', 'parecendo', 'santa', 'querendo', 'ser', 'lado', 'jeito', 'quiser', 'assim', 'toda', 'vida', 'esperar', 'ficarei', 'guardado', 'neste', 'sentimento', 'amar', 'assim', 'felicidade', 'castigo', 'tanto', 'amor', 'pra', 'mim', 'proibido', 'morrendo', 'poucos', 'sonhar', 'contigo', 'amar', 'assim', 'desejo', 'boca', 'poder', 'beijá-la', 'desejo', 'pele', 'poder', 'toca-la', 'queimo', 'vontade', 'cada', 'madrugada', 'amar', 'assim', 'amar', 'assim', 'amar', 'assim', 'vou', 'caminhando', 'corda', 'bamba', 'sigo', 'marcas', 'feito', 'sombra', 'preso', 'nesse', 'amor', 'quero', 'noite', 'dia', 'tempo', 'vai', 'passando', 'vento', 'forte', 'aqui', 'largado', 'própria', 'sorte', 'contando', 'segundos', 'pra', 'ser', 'jeito', 'quiser', 'assim', 'toda', 'vida', 'esperar', 'ficarei', 'guardado', 'neste', 'sentimento', 'amar', 'assim', 'felicidade', 'castigo', 'tanto', 'amor', 'pra', 'mim', 'proibido', 'morrendo', 'poucos', 'sonhar', 'contigo', 'amar', 'assim', 'desejo', 'boca', 'poder', 'beijá-la', 'desejo', 'pele', 'poder', 'tocá-la', 'queimo', 'vontade', 'cada', 'madrugada', 'amar', 'assim', 'amar', 'assim', 'amar', 'assim']"
TemQueSerVocê,VictoreLeo,"['dia', 'pés', 'vão', 'levar', 'onde', 'mãos', 'podem', 'chegar', 'lev', 'onde', 'estarei', 'amor', 'agora', 'hora', 'dizer', 'dizer', 'hoje', 'amo', 'vou', 'negar', 'outra', 'pessoa', 'servirá', 'ser', 'pra', 'ser', 'ser', 'necessário', 'entender', 'lev', 'onde', 'estarei', 'amor', 'agora', 'hora', 'dizer', '[', 'refrão', ']', 'hoje', 'amo', 'vou', 'negar', 'outra', 'pessoa', 'servirá', 'ser', 'pra', 'ser', 'ser', 'necessário', 'entender']"
NãoResistoaNósDois,WanessaCamargo,"['gosto', 'penso', 'respiro', 'tento', 'esquecer', 'deixar', 'pra', 'lá', 'consigo', 'dá', 'sonhos', 'perdidos', 'saem', 'coração', 'vem', 'diga', 'ver', 'pra', 'enlouquecer', 'faço', 'tudo', 'quer', 'vou', 'arrepender', 'resisto', 'doi', 'oh', 'ver', 'pra', 'enlouquecer', 'faço', 'tudo', 'quer', 'vou', 'arrepender', 'resisto', 'doi', 'oh', 'mel', 'sal', 'bem', 'mal', 'deixa', 'sono', 'ter', 'pra', 'mim', 'fico', 'meio', 'assim', 'feito', 'cãozinho', 'dono', 'sonhos', 'perdidos', 'saem', 'coração', 'vem', 'diga', 'ver', 'pra', 'enlouquecer', 'faço', 'tudo', 'quer', 'vou', 'arrepender', 'resisto', 'doi', 'oh', 'ver', 'pra', 'enlouquecer', 'faço', 'tudo', 'quer', 'vou', 'arrepender', 'resisto', 'doi', 'oh', 'condenei', 'ser', 'perdoei', 'amor', 'ver', 'pra', 'enlouquecer', 'faço', 'tudo', 'quer', 'vou', 'arrepender', 'resisto', 'doi', 'oh', 'ver', 'pra', 'enlouquecer', 'faço', 'tudo', 'quer', 'vou', 'arrepender', 'resisto', 'doi', 'oh', 'doi', 'oh', 'oh']"
Carla,LSJack,"['cheguei', 'deixar', 'vestígios', 'pra', 'achar', 'assim', 'entreguei', 'coração', 'devagar', 'tentei', 'roubar', 'poucos', 'pra', 'notar', 'guardei', 'onde', 'ninguém', 'vai', 'tirar', 'fundo', 'olhos', 'olhos', 'pra', 'dentro', 'memória', 'levei', 'amor', 'tentou', 'oh', 'carla', 'amei', 'jamais', 'outro', 'alguém', 'vai', 'amar', 'ante', 'sol', 'pudesse', 'acordar', 'amei', 'oh', 'carla', 'x2', '[', 'ob', 'tudo', 'acima', 'duas', 'vezes', ']', 'fundo', 'olhos', 'olhos', 'pra', 'dentro', 'memória', 'levei', 'amor', 'tentou', 'oh', 'carla', 'amei', 'jamais', 'outro', 'alguém', 'vai', 'amar', 'ante', 'sol', 'pudesse', 'acordar', 'amei', 'oh', 'carla', 'x3']"
FazTempo,IveteSangalo,"['sabe', 'momento', 'exato', 'partir', 'quero', 'entregar', 'tão', 'cedo', 'amor', 'sent', 'conheci', 'tá', 'rolando', 'faz', 'tempo', 'vejo', 'brilho', 'olhos', 'pra', 'mim', 'sei', 'ainda', 'posso', 'fazer', 'feliz', 'cada', 'momento', 'passamos', 'juro', 'bom', 'tudo', 'acende', 'apaga', 'doce', 'acabou', 'penso', 'ir', 'embora', 'quer', 'dar', 'razão', 'diz', 'tô', 'jogando', 'amor', 'coração', 'fico', 'disfarçando', 'finjo', 'sei', 'pouco', 'tempo', 'rola', 'tudo', 'outra', 'vez']"
1Minuto,D’BlackeNegraLi,"['onde', 'quer', 'vá', 'vou', 'levar', 'pra', 'sempre', 'culpa', 'caminhos', 'tão', 'simple', 'vou', 'seguir', 'viajo', 'pensamento', 'estrada', 'ilusões', 'procuro', 'dentro', 'coração', 'toda', 'vez', 'fecho', 'olhos', 'pra', 'encontrar', 'distância', 'pode', 'separar', 'sinto', 'vai', 'passar', 'minuto', 'pouco', 'pra', 'poder', 'falar', 'distância', 'pode', 'separar', 'final', 'sei', 'vai', 'voltar', 'onde', 'quer', 'vá', 'vou', 'levar', 'pra', 'sempre', 'vida', 'continuum', 'caminhos', 'tão', 'simple', 'seguir', 'viajo', 'pensamentos', 'estrada', 'ilusões', 'procuro', 'dentro', 'coração', 'toda', 'vez', 'fecho', 'olhos', 'pra', 'encontrar', 'distância', 'pode', 'separar', 'sinto', 'vai', 'passar', 'sei', 'vai', 'passar', 'minuto', 'pouco', 'pra', 'poder', 'falar', 'distância', 'pode', 'separar', 'final', 'sei', 'coração', 'aonde', 'quer', 'vá', 'sempre', 'levarei', 'sorriso', 'olhar', 'olhar', 'toda', 'vez', 'fecho', 'olhos', 'pra', 'encontrar', 'distância', 'pode', 'separar', 'sinto', 'vai', 'passar', 'minuto', 'pouco', 'pra', 'poder', 'falar', 'distância', 'pode', 'separar', 'final', 'sei', 'vai', 'voltar']"
Eusei,PapasnaLíngua,"['sei', 'tudo', 'pode', 'acontecer', 'sei', 'amor', 'vai', 'morrer', 'vou', 'pedir', 'céus', 'aqui', 'comigo', 'vou', 'jogar', 'mar', 'flores', 'pra', 'encontrar', 'sei', 'porque', 'disse', 'adeus', 'guardei', 'beijo', 'deu', 'vou', 'pedir', 'céus', 'aqui', 'comigo', 'vou', 'jogar', 'mar', 'flores', 'pra', 'encontrar', 'you', 'say', 'goodbye', 'and', 'i', 'say', 'hello', 'you', 'say', 'goodbye', 'and', 'i', 'say', 'hello', 'sei', 'porque', 'disse', 'adeus', 'guardei', 'beijo', 'deu', 'vou', 'pedir', 'céus', 'aqui', 'comigo', 'vou', 'jogar', 'mar', 'flores', 'pra', 'encontrar', 'you', 'say', 'goodbye', 'and', 'i', 'say', 'hello', 'you', 'say', 'goodbye', 'and', 'i', 'say', 'hello']"
QuandoAChuvaPassar,IveteSangalo,"['chuva', 'passar', 'pra', 'quê', 'falar', 'quer', 'ouvir', 'fugir', 'agora', 'resolve', 'nada', 'vou', 'chorar', 'quiser', 'partir', 'vezes', 'distância', 'ajuda', 'tempestade', 'dia', 'vai', 'acabar', 'quero', 'lembrar', 'gente', 'andava', 'estrelas', 'horas', 'lindas', 'passamos', 'junto', 'gente', 'queria', 'amar', 'amar', 'hoje', 'certeza', 'história', 'termina', 'agora', 'porque', 'tempestade', 'dia', 'vai', 'acabar', 'refrão', 'chuva', 'passar', 'tempo', 'abrir', 'abra', 'janela', 'veja', 'sol', 'céu', 'mar', 'fim', 'amor', 'imensidão', 'quero', 'lembrar', 'gente', 'andava', 'estrelas', 'horas', 'lindas', 'passamos', 'junto', 'gente', 'queria', 'amar', 'amar', 'hoje', 'certeza', 'história', 'termina', 'agora', 'porque', 'tempestade', 'dia', 'vai', 'acabar', 'refrão']"
SorteGrande,IveteSangalo,"['sorte', 'grande', 'cair', 'céu', 'paixão', 'verdadeira', 'viver', 'emoção', 'ganhar', 'coração', 'pra', 'ser', 'feliz', 'vida', 'inteira', 'lindo', 'sorriso', 'brilho', 'olhos', 'anjo', 'querubim', 'doces', 'beijos', 'calor', 'braços', 'perfume', 'jasmim', 'chegou', 'espaço', 'mandando', 'pedaço', 'amor', 'brincadeira', 'pegou', 'deu', 'laço', 'dançou', 'bem', 'compasso', 'prazer', 'levantou', 'poeira', 'poeira', 'poeira', 'poeira', 'levantou', 'poeira', 'sorte', 'grande', 'cair', 'céu', 'paixão', 'verdadeira', 'viver', 'emoção', 'ganhar', 'coração', 'pra', 'ser', 'feliz', 'vida', 'inteira', 'lindo', 'sorriso', 'brilho', 'olhos', 'anjo', 'querubim', 'doces', 'beijos', 'calor', 'braços', 'perfume', 'jasmim', 'chegou', 'espaço', 'mandando', 'pedaço', 'amor', 'brincadeira', 'pegou', 'deu', 'laço', 'dançou', 'bem', 'compasso', 'prazer', 'levantou', 'poeira', 'poeira', 'poeira', 'poeira', 'levantou', 'poeira', 'chegou', 'espaço', 'mandando', 'pedaço', 'amor', 'brincadeira', 'pegou', 'deu', 'laço', 'dançou', 'bem', 'compasso', 'prazer', 'levantou', 'levantou', 'poeira', 'poeira', 'poeira', 'poeira', 'levantou', 'poeira']"
UmMinutoParaoFimdoMundo,CPM22,"['sinto', 'nunca', 'sentiu', 'assim', 'procurando', 'caminho', 'pra', 'seguir', 'direção', 'respostas', 'minuto', 'fim', 'mundo', 'toda', 'vida', 'segundos', 'volta', 'ponteiro', 'relógio', 'pra', 'viver', 'tempo', 'corre', 'contra', 'mim', 'sempre', 'assim', 'sempre', 'vai', 'ser', 'vivendo', 'apenas', 'pra', 'vencer', 'falta', 'faz', 'olhos', 'fechados', 'tento', 'esconder', 'dor', 'agora', 'favor', 'entenda', 'preciso', 'ir', 'embora', 'porque', 'sinto', 'mundo', 'acabar', 'perco', 'chão', 'sob', 'pés', 'falta', 'ar', 'pra', 'respirar', 'pensar', 'perder', 'segundo', 'sei', 'fim', 'mundo', 'volto', 'relógio', 'trás', 'tentando', 'adiar', 'fim', 'tentando', 'esconder', 'medo', 'perder', 'sinto', 'assim', 'olhos', 'fechados', 'tento', 'enganar', 'coração', 'fugir', 'pra', 'outro', 'lugar', 'outra', 'direção', 'porque', 'sinto', 'mundo', 'acabar', 'perco', 'chão', 'sob', 'pés', 'falta', 'ar', 'pra', 'respirar', 'pensar', 'perder', 'segundo', 'sei', 'fim', 'mundo']"
VouTeProcurar,OsTravessos,"['hoje', 'casal', 'fez', 'lembrar', 'doi', 'daquele', 'tempo', 'bom', 'tempo', 'amor', 'coração', 'paro', 'pensar', 'canção', 'lá', 'chuva', 'cai', 'vejo', 'olhar', 'agüento', 'ficar', 'ver', 'lá', 'chuva', 'cai', 'vejo', 'olhar', 'agüento', 'ficar', 'ver', 'vou', 'procurar', 'aonde', 'acabar', 'vez', 'dor', 'fim', 'arco-íris', 'vai', 'estar', 'toda', 'paz', 'amor', 'hoje', 'casal', 'fez', 'lembrar', 'doi', 'daquele', 'tempo', 'bom', 'tempo', 'amor', 'lá', 'chuva', 'cai', 'vejo', 'olhar', 'agüento', 'ficar', 'ver', 'lá', 'chuva', 'cai', 'vejo', 'olhar', 'agüento', 'ficar', 'ver', 'vou', 'procurar', 'aonde', 'acabar', 'vez', 'dor', 'fim', 'arco-íris', 'vai', 'estar', 'toda', 'paz', 'amor', 'vou', 'procurar', 'aonde', 'acabar', 'vez', 'dor', 'fim', 'arco-íris', 'vai', 'estar', 'toda', 'paz', 'amor']"
PraMudarMinhaVida,ZezéDiCamargoeLuciano,"['queria', 'tanto', 'dizer', 'amo', 'amor', 'vida', 'engano', 'fingir', 'boca', 'morre', 'vontade', 'beijo', 'queria', 'esquecer', 'apenas', 'momento', 'nunca', 'consegui', 'tirar', 'pensamento', 'digo', 'devo', 'amar', 'coração', 'diz', 'quero', 'jeito', 'sempre', 'fiz', 'tudo', 'pra', 'apaixonar', 'dia', 'alguém', 'deixar', 'saudade', 'peito', 'agora', 'medo', 'agora', 'medo', 'chegou', 'deixou', 'saída', 'fez', 'querer', 'queria', 'fez', 'amar', 'dizia', 'acreditar', 'coração', 'grande', 'amor', 'sonhei', 'dia', 'chegou', 'dor', 'doía', 'encontrou', 'perdia', 'acho', 'deus', 'mandou', 'pra', 'mim', 'pra', 'recomeçar', 'fazer', 'feliz', 'toda', 'vida', 'sempre', 'fiz', 'tudo', 'pra', 'apaixonar', 'dia', 'alguém', 'deixar', 'saudade', 'peito', 'agora', 'medo', 'agora', 'medo', 'chegou', 'deixou', 'saída', 'fez', 'querer', 'queria', 'fez', 'amar', 'dizia', 'acreditar', 'coração', 'grande', 'amor', 'sonhei', 'dia', 'chegou', 'dor', 'doía', 'encontrou', 'perdia', 'acho', 'deus', 'mandou', 'pra', 'mim', 'pra', 'recomeçar', 'fazer', 'feliz', 'toda', 'vida']"
MinhaRazãodeViver,Araketu,"['digo', 'coração', 'volta', 'posso', 'convencer', 'amor', 'virou', 'ilusão', 'sobreviver', 'assim', 'dia', 'seguinte', 'fim', 'lugar', 'dor', 'vai', 'tomar', 'conta', 'mim', 'vai', 'abraçar', 'pedindo', 'pra', 'chorar', 'saudade', 'bater', 'entende', 'vou', 'conseguir', 'pode', 'partir', 'vou', 'deixar', 'mundo', 'pode', 'acabar', 'vou', 'acreditar', 'ninguém', 'nunca', 'vou', 'amar', 'quero', 'machucar', 'pra', 'dar', 'amor', 'coração', 'deixar', 'quero', 'sol', 'luar', 'pode', 'levar', 'razão', 'viver', 'porque', 'tudo', 'fiz', 'entregava', 'feliz', 'momento', 'amar', 'amar', 'lembra', 'dessa', 'paixão', 'pensa', 'quantas', 'noites', 'virão', 'toda', 'tão', 'vazias', 'mim', 'tudo', 'vai', 'virar', 'solidão', 'sobreviver', 'desta', 'dor', 'triste', 'perder', 'calor', 'dia', 'seguinte', 'fim', 'nunca', 'morro', 'amor']"
Extravasa,ClaudiaLeitte,"['dominou', 'geral', 'sacudiu', 'praça', 'venha', 'som', 'massa', 'rock', 'timbau', 'groove', 'cabaça', 'galera', 'embala', 'dominou', 'geral', 'sacudiu', 'praça', 'venha', 'som', 'massa', 'rock', 'timbau', 'groove', 'cabaça', 'galera', 'embala', 'ter', 'bola', 'rede', 'pra', 'dizer', 'gol', 'vem', 'dizer', 'todo', 'mundo', 'amor', 'ter', 'balada', 'pra', 'gente', 'dançar', 'ah', 'ah', 'extravasa', 'libera', 'joga', 'tudo', 'pro', 'ar', 'quero', 'ser', 'feliz', 'ante', 'nada', 'extravasa', 'libera', 'joga', 'tudo', 'pro', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'bi', 'dominou', 'geral', 'sacudiu', 'praça', 'venha', 'som', 'massa', 'rock', 'timbau', 'groove', 'cabaça', 'galera', 'embala', 'ter', 'bola', 'rede', 'pra', 'dizer', 'gol', 'vem', 'dizer', 'todo', 'mundo', 'amor', 'ter', 'balada', 'pra', 'gente', 'dançar', 'ah', 'ah', 'extravasa', 'libera', 'joga', 'tudo', 'pro', 'ar', 'quero', 'ser', 'feliz', 'ante', 'nada', 'extravasa', 'libera', 'joga', 'tudo', 'pro', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'entusiasmo', 'movimento', 'atividade', 'balada', 'veloz', 'vento', 'cheio', 'dito', 'idéia', 'papo', 'reto', 'aumenta', 'som', 'dance', 'perto', 'chega', 'problema', 'quero', 'solução', 'ô', 'cale', 'boca', 'escute', 'voz', 'vem', 'coração', 'radicalizando', 'limite', 'hoje', 'dia', 'extravasar', 'irmão', 'ter', 'bola', 'rede', 'pra', 'dizer', 'gol', 'vem', 'dizer', 'todo', 'mundo', 'amor', 'ter', 'balada', 'pra', 'gente', 'dançar', 'ah', 'ah', 'ah', 'extravasa', 'libera', 'joga', 'tudo', 'pro', 'ar', 'quero', 'ser', 'feliz', 'ante', 'nada', 'extravasa', 'ê', 'libera', 'joga', 'tudo', 'pro', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'ar', 'extravasa', 'libera', 'joga', 'tudo', 'pro', 'ar', 'quero', 'ser', 'feliz', 'ser', 'feliz', 'ser', 'feliz', 'extravasa', 'ê', 'ê', 'libera', 'joga', 'tudo', 'pro', 'ar', 'pro', 'ar', 'pro', 'ar']"
Deixo,IveteSangalo,"['lembro', 'sempre', 'onde', 'quer', 'vá', 'pensamento', 'qualquer', 'lugar', 'penso', 'querer', 'encontrar', 'penso', 'querer', 'encontrar', 'lembro', 'daquele', 'beijo', 'deu', 'hoje', 'gravado', 'mim', 'noite', 'vem', 'fico', 'louca', 'pra', 'dormir', 'pra', 'ter', 'sonhos', 'falando', 'coisas', 'amor', 'sinto', 'perco', 'tempo', 'debaixo', 'cobertor', 'faria', 'tudo', 'pra', 'perder', 'assim', 'dia', 'vem', 'deixo', 'ir', 'deixo', 'ir', 'deixo', 'ir', 'deixo', 'ir', 'deixo', 'ir']"
